NAME,LONGDD,LATDD
KINARI,36.62,-0.9
KINARI,36.63,-0.9
KINDU,34.55,-0.08
KINDUNGUNI,39.63,-4.08
KINGANDOLE,34.28,0.35
KINGANDOLESUBLOCATION,34.25,0.35
KINGEERO,36.7,-1.23
KINGFISHERGORGE,36.82,-1.38
KINGOTIDAM,37.03,-1.23
KINJI,37.62,-0.25
KINOO,36.7,-1.25
KINOOSUBLOCATION,36.68,-1.25
KINORU,37.65,-0.4
KINOUNI,38.13,0.05
KINOUNINDOGO,38.13,0.05
KINUSOGO,36.6,3.03
KINYACH,35.68,0.93
KINYADU,40.02,-2.02
KINYADU,40.15,-2.02
KINYAMBU,38.82,-2.47
KINYANG,36.02,0.97
KINYANG,36.08,1.1
KINYANGSUBLOCATION,36.08,1.1
KANYIKA,40.08,-2.43
KINYO,35.78,0.48
KINYOFOREST,35.78,0.47
KINYOGORI,36.63,-1.1
KINYONAFORESTGUARDPOST,36.8,-0.73
KINYONALOCATION,36.85,-0.78
KINYONATRACK,36.8,-0.73
KINYONURSERY,35.77,0.48
KIOME,38.65,-0.07
KIONJOINISUBLOCATION,36.93,-0.75
KIONYO,34.75,-0.08
KIPASI,34.55,-0.03
KIPCHERERE,35.85,0.58
KIPCHERERESUBLOCATION,35.85,0.6
KIPENDI,40.12,-1.8
KIPEVU,39.63,-4.03
KIPEVUCAUSEWAY,39.63,-4.03
KIPINIKWEFALLS,35.35,-0.57
KIPKABOR,35.7,0.4
KIPKANYILAT,35.75,0.35
KIPKEIBON,36.03,0.02
KIPKELAT,35.13,-0.95
KIPKIYEN,35.38,-0.55
KIPKOGO,35.85,-0.43
KIPKUTUNGSUBLOCATION,35.65,0.62
KIPLABOTWA,35.38,-0.92
KIPLELJI,35.25,-0.73
KIPLELJI,35.27,-0.73
KIPLELJISUBLOCATION,35.25,-0.73
KIPOHEBUI,35.78,0.3
KIPRERES,35.35,-0.92
KIPSACHO,35.78,0.42
KIPSAR,35.85,0.52
KIPSIGIRIO,35.82,0.35
KIPSIMBOL,35.05,-0.87
KIPSINGEI,35.13,-0.87
KIPSIRICHET,35.87,-0.15
KIPSITET,35.02,-0.23
KIPSITETSUBLOCATION,35.02,-0.23
KIPSOISMILL,35.3,-0.6
KIPSONOI,35.13,-0.72
KIPSORAMON,35.82,0.73
KIPSUTER,35.22,-0.93
KIPTAGICH,35.8,0.38
KIPTAIWASUBLOCATION,35.63,0.57
KIPTALYUNG,35.65,1.03
KIPTENDEN,35.1,-0.05
KIPTENDEN,35.07,-0.85
KIPTENDEN,35.25,-0.98
KIPTOGOSON,35.82,-0.42
KIPTOROSO,35.7,0.4
KIPTUNGA,35.8,-0.45
KIPTUNGA,35.77,-0.48
KIPTUNOI,35.35,-0.97
KIPLURU,35.2,-0.13
KIPWARU,37.2,1.95
KIRA,34.57,-1.03
KIRAND,34.18,0.22
KIRANDICH,35.78,0.52
KIRANGARI,36.7,-1.2
KIRANGI,36.73,-0.95
KIRARO,37.95,-0.32
KIREGA,36.98,-0.8
KIRENGASUBLOCATION,36.63,-1.02
KIRERE,37.02,-0.8
KIRERESUBLOCATION,37.1,-0.8
KIRERI,37.02,-0.8
KIRI,37.38,-0.48
KIRIA,36.98,-0.58
KIRIA,37.07,-0.75
KIRIAINI,36.95,-0.6
KIARUKUNGU,37.35,-0.65
KIRIANJOKA,34.15,-0.07
KIRIARI,37.47,-0.4
KIRIBAGA,36.38,-0.43
KIRICHWAKUBWA,36.82,-1.28
KIRICOFFEEFACTORY,37.38,-0.48
KIRIGI,37.62,-0.35
KIRIGI,37.47,-0.45
KIRIITHURI,36.98,-0.6
KIRIKAISLAND,34.57,-0.15
KILIMAINI,37.4,-0.65
KIRIMAINI,37.08,-0.8
KIRIMASUBLOCATION,37.05,-0.68
KIRIMIRI,37.55,-0.42
KIRIMIRI,36.73,-0.92
KIRIMIRIFOREST,37.55,-0.42
KIRIMUN,36.08,0.75
KIRIMUNGE,37.27,-0.57
KIRINDINE,37.72,-0.22
KIRINDO,34.03,0.03
KIRINGITIISLAND,33.93,-0.45
KIRIRI,36.57,-1.2
KIRIRIA,37.87,-0.3
KIRITI,37.05,-0.8
KIRIUNDU,36.03,-0.42
KIROBONSUBLOCATION,36.02,0.58
KIROE,36.6,-1.2
KIROGO,37.02,-0.72
KIROGO,37.03,-0.72
KIROGOSUBLOCATION,37.03,-0.7
KIROMWOK,35.45,-0.77
KIRONGE,37.32,-0.53
KIRONGE,34.87,-0.08
KIRONGO,34.6,-0.55
KIROYIRO,36.7,-0.97
KIRPUUS,36.93,2.22
KIRU,36.95,-0.6
KIRUARA,37.28,-0.75
KIRUCHI,36.78,-1.03
KIRIMI,37.7,-0.23
KIRUIRU,36.78,-1.02
KIRUMBE,39.73,-3.58
KIRUMBI,39.47,-3.75
KIRUMBI,39.48,-3.77
KIRUNDU,37.07,-0.8
KIRUNGII,36.23,0.18
KIRURI,36.87,-0.7
KIRURI,36.85,-0.68
KIRURISUBLOCATION,36.85,-0.68
KIRURUMI,36.08,-0.43
KIRUSUBLOCATION,36.97,-0.62
KISAAKA,34.12,-0.82
KISAKA,34.42,-0.48
KISAMA,34.32,0.23
KISAONI,39.68,-4.03
KISAUNIFERRY,39.68,-4.05
KISAWAYI,34.42,0.07
KISEGI,34.05,-0.65
KISEMBE,36.82,-1.37
KISIAN,34.07,-0.07
KISIAN,34.68,-0.07
KISIGIPOINT,34.05,-0.63
KISIIDISTRICT,34.08,-0.75
KISIMANI,40.6,-2.47
CHISIMANI,39.58,-3.97
KASINGIRICHANNEL,34.12,-0.47
KISIREP,38.88,0.13
KISIWANI,39.65,-3.98
KISOKOSUBLOCATION,34.23,0.43
KISONEI,35.77,0.28
KISONEI,35.98,0.42
KISONEISUBLOCATION,35.72,0.25
KISSIMAESTATE,35.88,-0.3
KISUGE,34.57,-0.53
KISUMU,34.47,-0.58
KISUMO,34.75,-0.1
FLORENCE PORT,34.73,-0.1
KISUMUDISTRICT,34.92,-0.25
KISUMULOCATION,34.68,-0.05
KISURUTINISUBLOCATION,39.58,-3.93
KISUSU,39.37,-3.47
KISYAN,34.07,-0.07
KITABAYAYE,34.35,-1.15
KITANGALI,40.12,-2.42
KITANGALI,40.12,-2.05
KITARUFALLS,36.77,-0.82
KITAWAPOINT,34.05,-0.68
KILEMBE,34.6,-0.85
KITENGANI,39.78,-3.52
KITENGWANISUBLOCATION,39.65,-3.7
KITERE,34.6,-0.08
KITERE,40.15,-1.95
KITERECOPPERMINE,34.62,-0.8
KITHAGE,37.32,-0.48
KITHANGANI,37.73,-0.37
KITHENU,37.82,-0.23
KITHAKO,34.42,-0.85
GITHUNGURI,37.48,-0.37
KITHUNTHIRISUBLOCATION,37.07,-0.68
KITIGOTO,37.57,-0.37
KITISURUESTATE,36.77,-1.23
KITISURUROAD,36.78,-1.23
KITIVO,39.6,-4.02
KITMIKAYE,34.55,-0.1
KITMIKAYESUBLOCATION,34.55,-0.12
KITOBEN,35.4,-0.73
KITOKA RAS,39.87,-3.63
KITOLE LAGA,39.68,-1.63
KITOPASS,35.92,1.1
KITOTA,34.52,-0.77
KITOTA,34.32,-0.78
DZITSONISUBLOCATION,39.72,-3.7
KITUAMBAESTATE,36.85,-1.12
KITUGU,38.08,-0.13
KITULA,39.38,-1.55
KITUMBA,34.07,0.05
KITUMBEESTATE,35.25,-0.43
KITUNDU,40.55,-2.45
KITUNGI,34.42,-1.03
KITURO,35.8,0.47
KITURO,35.78,0.48
BOGITUTULOCATION,34.08,-0.63
KITWERU,34.57,-0.75
KIUAISLAND,34.03,-0.75
KIUESTATE,36.87,-1.18
KIUMBA,34.38,-0.05
KIUMBA,37.02,-0.75
KIVUKONI,39.85,-3.63
KIVUKONI,40.12,-1.78
KIVUNGA,39.52,-3.85
KIFUNGO,39.53,-3.88
KIVUVU,36.68,-1.12
CHIVARA,39.7,-3.68
KIWE,37.3,-0.63
KIWIPLAINS,36.1,-0.05
KIZURINI,39.62,-3.8
KOB,39.37,3.03
KOBAARBAFAKAT,40.7,3.15
KOBADO,34.42,-0.07
KOBAMA,34.3,-0.75
KOBAS,35.68,0.4
KOBATAL,37.27,2.63
KOBEGOLJO,39.8,3.57
KOBEKATIS,40.08,3.9
KOBILA,34.58,-0.45
KOBILASUBLOCATION,34.58,-0.45
KOBLELO,41.15,3.77
KOBLO,39.28,-1.77
KOBODO,34.42,-0.07
KOBONGSUBLOCATION,34.3,-0.23
KOBUYASUBLOCATION,34.77,-0.37
KOCHIENGASUBLOCATION,34.23,0.13
KOCHIENGBSUBLOCATION,34.23,0.1
KOCHIENGCSUBLOCATION,34.25,0.12
KOCHIENGSUBLOCATION,34.85,-0.15
KOCHIENGSUBLOCATION,34.42,-0.6
KOCHOGOSUBLOCATION,34.9,-0.25
KACHOLIA,34.33,0.62
KOCHOLIAHILLS,34.35,0.63
KOCKUMDIATOMITEMINE,36.02,-0.43
KODACHO,39.42,-1.08
KODERA,34.48,-0.97
KODERA AWACH,34.07,-0.53
KODERAFOREST,34.07,-0.55
KODERANYAMBARE,34.65,-0.53
KODEROBARA,34.62,-0.77
KODHOCH,34.43,-0.97
KODIAGA,34.45,0.1
KODNOCHEASTSUBLOCATION,34.92,-0.42
KODNOCHWESTSUBLOCATION,34.87,-0.42
KODUMOSUBLOCATION,34.82,-0.42
KOGALO,34.15,-0.82
KOGEMBOSUBLOCATION,34.78,-0.35
KOGOE,34.03,-0.35
KOGOLA,34.93,-0.32
KOGONYSUBLOCATION,34.72,-0.08
KOGORE,36.02,0.95
KOGUTA,34.82,-0.35
KOGUTA,34.85,-0.37
KOGUTA,34.4,-0.08
KOGUTASUBLOCATION,34.4,-0.08
KOGWENOKOWUORSUBLOCATION,34.6,-0.37
KOGWENOORIANGSUBLOCATION,34.62,-0.4
KOIBARAKSUBLOCATION,35.73,0.3
KOIGRIM,35.87,0.37
KOIKUNURU,36.28,0.72
KOIMBI,36.98,-0.7
KOIMERETDAM,35.2,-0.08
KOIPOKAPLELACH,35.93,0.47
KOISOKRANGE,35.77,0.32
KOITABSILIBWET,35.35,-0.87
KOITEBES,35.78,0.37
KOITO,39.12,-3.02
KOIWA,35.32,-0.62
KOIWA,35.32,-0.6
KOIYONIN,35.87,0.4
KOJALA,34.18,-0.82
KOJWACHRINGA,34.85,-0.47
GOGAI,40.02,2.63
KOKAI,40.45,3.32
KOKAIYA,34.05,-0.48
KOKANI,40.05,-2.08
KOKANI LAK,40.1,-2.1
KOKAWA,40.15,-1.57
KOKECH GOT,34.48,-0.53
KOKERKAJULUSUBLOCATION,34.55,-0.13
KOGISE,35.78,0.35
KOKOI,36.27,4.08
KOKORESUBLOCATION,36.05,0.85
KOKORO,34.53,-0.85
KOKOTHDAM,34.53,-0.35
KOKOTHSUBLOCATION,34.52,-0.38
KOKURFOBOLLOL,36.93,3.95
KOKWA,35.07,-0.73
KOKWANYO,34.75,-0.4
KOKWANYO,34.82,-0.42
KOKWAROLE,36.02,0.73
KOKWIRISUBLOCATION,34.27,-0.25
KOLAIT,34.32,0.72
KOLALE GOD,34.35,-0.53
KOLANYA,34.38,0.7
KOLANYASUBLOCATION,34.38,0.75
COLBIO,41.2,-1.15
KOLBO GOF,37.7,2.53
KOLOB,39.08,3.28
KOLOBODIRIBA,39.63,3.35
KOLOTEA,38.8,-0.55
KOLLOA,35.75,1.25
KOLLOA,35.73,1.18
KOLPAKA,37.87,2.4
KOLU,39.32,-1.82
KOLUNJESUBLOCATION,34.57,-0.07
KOLUOCHSUBLOCATION,34.6,-0.7
KOMAJO,34.35,-0.62
KOMARURA,40.57,-1.55
KOMBE,34.3,-0.7
KOMBENI,39.6,-3.97
KOBEWA,34.52,-0.1
KOMBEWAKAKUMUSUBLOCATION,34.27,0.12
KOMBEWASUBLOCATION,34.05,-0.12
KOMBO,34.88,-0.43
KOMBURASUBLOCATION,34.87,-0.18
KOME,34.38,-0.07
KEMENYA,34.52,-0.08
KOMENYAKALAKASUBLOCATION,34.2,0.13
KOMENYAKOWALASUBLOCATION,34.02,0.15
KOMERA,34.05,0.15
KOMOGENO,35.57,-0.47
KOMOJO,34.35,-0.62
KOMOLI LAGA,39.72,-1.05
KOMOLIHORA,39.53,-1.45
KOMOLORUME,34.53,-0.88
KOMOLOSUBLOCATION,34.25,0.08
KOMORO,41.07,3.08
KOMOROCKROAD,37.02,-1.28
KOMOROLEISAN,41.63,3.82
KOMORRAFARDAGUYO,41.08,3.37
KOMOTHAILOCATION,36.8,-1.02
KOMUNYU,38.77,-0.02
KONADIMTU,39.3,-2.8
KONDENG,34.4,-0.92
KONDERA,34.05,-0.95
KONDIEGE,34.88,-0.45
KONDIK,34.52,-0.05
KONE,40.05,-1.05
KONEWATERHOLE,39.6,-2.07
KONGALO,34.28,-0.92
KONGAO,34.18,-0.18
KONGOLOLA ZIWALA,40.18,-2.45
KONGONA,40.12,-2.25
KONGUDISUBLOCATION,34.55,-0.72
KONGURUSUBLOCATION,34.3,-0.95
KONJIRA,34.32,0.23
KONJORASUBLOCATION,39.78,-3.57
KONKOMA KUBI,39.23,3.42
KONOINLOCATION,35.27,-0.6
KONTON,40.92,2.02
KOMTOM,40.92,2.02
KONYASUBLOCATION,34.77,-0.03
KONYU,38.87,-0.43
KOOBIALGI,36.37,3.73
KOOBIFORA,36.22,3.95
KOORA,36.38,-1.08
KOORAESCARPMENT,36.38,-1.08
KORA,38.75,-0.1
KORAFALLS,38.68,-0.07
KORANBADAS,40.48,-1.35
KORANDOSUBLOCATION,34.68,-0.07
KORANJIDO,39.22,3.25
KORANTEPLAIN,37.08,2.25
KORARA,35.42,-0.9
KORE LAGA,37.18,3.05
KORAHWELLS,38.73,0.32
KORHARES,40.08,1.45
KORIKABEMITIK,35.6,-0.63
KORILI,40.37,3.18
KORLE,36.97,2.03
KOROBOBONAYA,40.37,3.53
KOROBOHIDA,38.87,3.05
KORDBOJIRA,41.37,3.55
KOROFIL,38.07,3.03
KOROGOSHO,37.38,-0.55
KOLOKOKO,39.73,-0.62
KOLOKORO,39.8,-0.62
KOROKORA,39.78,-0.6
KOROLIDESERT,37.28,2.72
KOROMI,41.85,3.92
BALESSA,36.45,3.37
KORONCHOST,39.53,3.18
KORONDE,37.77,2.65
KORONDERE,38.48,2.98
KONGONIFARM,36.27,-0.82
KORONLI,37.7,2.72
KOROS,36.92,2.25
KAROSSI,36.12,0.77
KOROSILOCATION,36.02,0.77
KOROTOSUBLOCATION,35.93,0.6
KOROWE,37.4,3.08
KORSIN,40.32,1.1
KORTURU,34.32,0.57
KORU,35.27,-0.18
KORUMAESTATE,35.23,-0.52
KOSAYE,39.92,3.68
KOSEGE,34.28,-1.07
KOTETINI,34.72,-0.08
KOTICH,39.88,3.22
KOTICHA,40.45,2.97
KOTICHDERA,39.58,3.05
KOTIENO,34.07,-0.37
KOTIENOSUBLOCATION,34.07,-0.37
KOTKOT,40.07,1.97
KOTKOT,40.05,3.72
KOTHOTHABISSIK,38.9,0.48
KOTKOTI,39.72,-1.37
KOWESUBLOCATION,34.05,-0.05
KOWIDI,34.87,-0.42
KOWIDISUBLOCATION,34.88,-0.43
KOWINO,34.22,-0.08
KOWUOR,34.63,-0.42
KOWUORSUBLOCATION,34.63,-0.42
KOWUORSUBLOCATION,34.02,-0.97
KOYAMOISLAND,34.15,-0.23
KOYET,35.03,-0.87
KOYIER,34.25,-0.3
KOYO,34.6,-0.58
KOYWERASUBLOCATION,34.42,-0.1
KREB MURUA,39.68,0.32
KUBDISHEN,40.1,3.4
KUBIAYANA,40.2,3.25
KUBIGALA,37.87,2.23
KUBIGOFA,37.87,2.25
KUBIHALO,39.93,3.52
KUBIHARARO,39.88,3.53
KUBIKORMASHARTE,39.93,3.88
KUBIMASALALE,39.6,2.57
KUBIYANO,39.98,3.22
KUBOLI,39.1,2.92
KUBWEYE,34.43,-1.02
KUCHORIDIKO,39.35,3.22
KOCHORI,39.03,3.25
KUDAMA,39.08,3.02
KUDHO,34.43,0
KUDHO,34.75,-0.07
KUFFOLE,39.78,3.37
KUKATAGALLA,40.92,-1.03
KUKUBA,40.22,3.87
KUKUBAR,38.8,3.48
KUKUBSOI,38.73,3.55
KULAL BALESA,37.08,2.55
KULAL MOUNT,36.93,2.72
KULANK,40.58,-1.07
KULELET,39.15,-2.03
KULESA,40.02,-2.18
KULESASECTION,40.02,-2.02
KULULICHA,39.05,-0.52
KULULICHA,39.52,-0.55
KULUME LAGA,39.37,3.28
KOMBE,40.05,1.68
KUMBI,40.12,-2.52
KUMBI,40.02,-1.28
KUMBI MKONDOWA,40.12,-2.52
KUMBOGOPOINT,34.48,-0.48
KUMBULANAWA,38.77,-0.35
KUMONI,34.08,-0.98
KUMONI,34.07,-1.02
KUMURIAI,34.3,0.07
KUNA,34.58,-0.07
KUNA,34.6,-0.65
KUNA,34.58,-0.65
KUNDI,40.68,-1.13
KUNDI HARA,38.97,3.05
KUNDI LAGA,40.8,-1.3
KUNYA,34.4,-0.28
KUNYORO,37.95,3.62
KURA EL,40.97,2.18
KURATO,37.9,1.48
KURES,35.35,-0.95
KURES,35.08,-0.72
KURESHUNSUBLOCATION,35.8,0.63
KURIEMA,35.9,0.48
KURIORDELE,37.03,2.05
KURKURA,38.68,3.1
GERARSA,39.05,-2.07
KURMANI,40.18,1.75
KURO,39.77,2.08
KURO LAGA,39.07,3.05
KUROBAY,34.35,-0.47
KURSOLE,40.37,1.82
KURU,37.93,-0.03
GAKUURU,37.95,-0.08
KURUGUCHA,37.7,-0.32
KURUMBONI,35.8,0.63
KARUNOU,37.02,2.43
KURUNTEELE,36.98,2.3
KIRWILU,39.82,-3.78
KURUWETUSUBLOCATION,39.82,-3.78
KURYOLE,40.07,-2.2
KUSA,34.08,-0.32
KUSHIKUSUBLOCATION,34.53,0.12
GUTU,37.32,-0.57
KATULO EL,40.6,2.47
KATULA LAGH,40.93,2.13
KUTWA,36.22,0.62
KUYAR,39.85,3.22
KUYARA KUBI,39.85,3.18
KWABECHOMBO,39.62,-3.93
KWACH GOD,34.3,-0.93
KWADEMU,39.6,-3.7
KWAGUNIA,39.57,-3.53
KWAJOMVU,39.6,-4.02
KWAKIMWELI,39.32,-2.13
KWAKUTU,38.07,-0.08
KWALESUBLOCATION,39.63,-3.82
KWAMOSUBLOCATION,34.32,-0.68
KWANDIKUSUBLOCATION,34.38,-0.65
KATHITHYAMAADAM,37.03,-1.28
KWANGAMOR,34.28,0.52
KWANGAMORSUBLOCATION,34.3,0.55
KWANGATUNI,38.63,-0.22
KWAMGOADAM,39.68,-3.57
KWANGWARI,36.73,-1.28
KWANZUI,38.72,-0.43
KWANZUMBI,38.65,-0.48
KWARAGLADE,37.42,-0.28
KWASEGASUBLOCATION,34.42,-0.88
KWAYO,34.25,-0.57
KWERE,34.32,-1.05
KWIAL,38.23,3.53
KWIRATHIA,34.13,-0.62
KWITUTU,34.05,-0.47
KWOYO,34.7,-0.52
KWOYO,34.55,-0.77
KIAKUYU,38.42,-0.08
KYANDODAM,38.08,-0.07
KYANJEGE,37.27,-0.55
KYANZOU RIVER,38.02,-0.25
KYAPTIK,34.82,0.02
KYAUMESUBLOCATION,37.03,-1.27
KYAVAVO,34.07,0.02
KIENI,37.58,-0.42
KIENI,37.65,-0.45
KYOEA,38.93,-0.62
KYUMBURO,38.78,0.12
LAAGO,36.95,2.28
LABIBALAYA,39.95,-0.8
LACHERIAKOSOWA,36.38,0.95
LADOKUBLIN,37.78,1.78
LAFUR,39.95,1.22
LAGAALFEJI,39.75,-2.13
LAGDEDACHI,38.97,3.03
LAGH,41.12,3.28
LAGH,41.1,3.23
LAINI,36.75,-1.15
LAINI,40.75,-1.35
LAISAMIS,37.8,1.6
LAKENAKURUNATIONALPARK,36.08,-0.37
LAKEVIEWESTATE,36.08,-0.3
LAKU,39.03,3.42
LALA,34.45,-0.55
LALI,39.58,-0.7
LALISHWOI,35.55,-0.55
LALMAALO,36.97,2.07
LAMANKASHEIKHASSAN,39.93,-0.53
LAMBWE,34.37,-0.58
LAMBWEBAY,34.28,-0.47
LAMURIAK,36.07,-0.35
LANET,36.13,-0.3
LANGALANGARACINGCIRCUIT,36.37,-0.52
LANGATACEMETERY,36.78,-1.03
LANGI,34.43,-0.62
LANGSSTREAM,35.78,-0.27
LANSA,37.92,-0.1
LARACHI,36.77,2.8
LARAIBOR,36.87,2.35
LARI,36.63,-1.02
LARIDABACH,36.95,2.7
LARIFARM,36.63,-1.03
LARIFOREST,36.68,-1.03
LARILOCATION,36.63,-0.98
LARISETTLEMENT,36.63,-1.03
LARISWAMP,36.63,-1.03
LAWAN,39.68,-1.7
LAWEN,37.08,2.13
LAZA,40.03,-1.05
LAZIMA,40.02,-2.12
LE,34.48,-0.87
LEBUS,35.97,0.48
LEDI,41.07,3.8
LEFEND,39.62,3.2
LEFENDI,39.65,3.13
LEGUMO,35.38,-0.47
LEIN EL,40.58,-0.35
LEKA,39.08,-1.03
LEKESET,36.97,2.15
LEKURRUKI,34.07,-1.03
LELA,34.6,-0.03
LELAITICH,35.35,-0.92
LELDAET,35.23,-0.77
LELEAN,35.77,0.6
LELEAN,35.75,0.6
LELEANSUBLOCATION,35.75,0.58
LELACHONIK,35.3,-0.9
LELENSWAMP,35.98,0.03
LELPATAI,35.73,0.25
LEMENDET,40.07,1.25
LEMOTONYI,35.37,-0.97
LEMUROI,36.95,2.77
LEN MURUA,36.25,1.02
LENDA,40.07,-1.57
LENSAYU,39.27,2.87
LEOPARDCLIFFS,36.87,-1.4
LEREKO,36.07,-0.55
LEROI,37.68,1.95
LESHAO,36.05,-0.02
LESHAUNDARAGWALOCATION,36.05,-0.07
LESUKUT,36.07,0.58
LIALAESTATE,36.9,-1.18
LIBAHILI LAK,40.23,0.03
LIBAT,40.92,-0.78
LIBIBOBO,39.97,0.07
LIBIBOBO,39.98,0.07
LIBIGADUD,39.92,-0.08
LIBOI,40.88,0.35
LIBOI,40.95,0.4
LIERA,34.65,-0.42
LIETA,34.47,-0.58
LIETA,34.03,-0.03
LIETA,34.57,-0.38
LIFUNGA,34.2,0.22
LIGALASUBLOCATION,34.23,0.22
LIGANWA,34.27,0.12
LIGISA,34.53,-0.53
LIHANDASUBLOCATION,34.05,0.03
LIIS,38.37,3.32
LIKAKIS,35.95,0.07
LAKOLE,40.52,1.42
LIKOLI,34.22,0.58
LIKONI,39.65,-4.08
LIKUNGU,34.25,-0.28
LILIANAESTATE,36.87,-1.2
LIMURU,36.65,-1.1
LIMURU,36.63,-1.12
LIMURU,36.73,-1.13
LIMURUGIRLSSCHOOLROAD,36.68,-1.1
LEMOROGLOCATION,36.62,-1.1
LIMURUROAD,36.65,-1.13
LINENJEKESUBLOCATION,36.68,-1.03
BLENJEKI,36.7,-1.03
LISURAESTATE,36.87,-1.15
LITTLEGILGIL,36.35,-0.52
KOMATHI,36.73,-0.97
LITTLEKEDONG,36.53,-1.07
LITTLEOROBA,34.98,-0.07
LITTLERUIRU,36.68,-1.05
LITTLESHURU,35.92,-0.37
LIWATONI RAS,39.65,-4.07
LIWATONICREEK,39.65,-4.07
LMUNTUL,36.92,2.28
LODERMURT,37.72,1.72
LODOSOIT,37.63,1.4
LODUNGORO,36.1,0.65
LOGLOGO,37.92,1.98
LOGOMANSAWMILLS,35.92,-0.47
LOGOMANSAWMILLSNUMBERTWO,35.9,-0.4
LOGUMUKUM,36.08,0.45
LOGURDOGI,36.1,0.7
LOIBORSEDER,36.97,2.42
LOIENGALANI,36.72,2.77
LOIMINANGE,36.1,0.53
LEMINANGI,36.02,0.58
LOITEP,36.15,0.45
LOIWATSUBLOCATION,35.95,1.2
LOIYAMAROKLOCATION,36.13,0.95
LOKITET,36.05,1.25
LOKOWABET,36.28,0.73
LOKUKUS,36.15,0.9
LOKURUTONGWE,36.15,0.57
LOKWANYA,36.95,2.15
LOLA,34.43,-0.57
LOLAJONGA,37.75,2.12
LOLDIA,36.3,-0.7
LOLGABUNYO,35.93,-0.7
LOLIRU,36.2,0.03
LOLKURTE,40.9,2.4
LOLOIA,36.92,2.23
LOLWE,34.42,0.13
LOMELO,36.1,1.05
LOMELO,35.92,1.05
LOMETFARM,35.68,-0.32
LONAIRUMBEN,36.05,0.85
LONDOILO,37.68,1.72
LONGAI,36.48,3.9
LONGIPI,36.75,2.62
LONGISA,35.38,-0.88
LONGISA,35.38,-0.87
LONGISA,35.4,-0.85
LONGONDOTI,36.28,3.03
LONGONIA,35.72,-0.55
LONGONOT,36.45,-0.92
LONGONOT,36.48,-0.88
ILOSOWUANI,36.08,0.43
LOMONERA,34.08,-1.02
LORATENG,34.53,-0.6
LORESHOESTATE,36.77,-1.25
LORETOCONVENT,36.8,-1.02
LORETOCONVENT,36.77,-1.27
LORAINSWAMP,39.58,0.07
LORISHOSUBLOCATION,36.2,0.55
LORMUNGUSHI OLKEJU,36.72,-1.07
LORUK,36.03,0.72
LOSAIMOUNTAINS,37.72,1.62
LOSAIPEAK,37.72,1.6
LOTIKA,38.2,3.43
LOTUSISLAND,36.42,-0.77
LOWA,37.07,2.65
LODUHAI,39.93,-0.68
LOWERGATARA,36.9,-0.75
LOWERKABETE,36.72,-1.23
LOWERKADIANGASUBLOCATION,34.77,-0.4
LOWLINGFARM,35.95,-0.1
LUAMBWA,34.08,0.13
LUANDA,34.28,-0.48
LUANDA,34.05,0.3
LUANDA,34.22,-0.8
LUANDA,34.05,0.13
LUANDA,34.05,-0.43
LUANDA,34.3,0.12
LUANDA,34.45,-0.18
LUANDAMAGWAR,34.2,-0.88
LUANDAMUDOMASUBLOCATION,34.07,0.28
LUANDAOGALO,34.18,-0.78
LUBANGA,34.1,0.3
LUBHALO,38.88,0.18
LUCHULULASUBLOCATION,34.07,0.25
LUCHULULO,34.07,0.27
LUDATHU,34.1,0.35
LUDHA,34.28,0.22
LUDRA GOD,34.63,-0.52
LUGGABUNA,40.1,-2.38
LUGGABUNA,40.13,-2.35
LUGHENA,40.88,-0.08
LUGMEK,35.32,-0.98
LUGONGO,34.02,-0.42
BUSIA,34.3,0.38
LUHANO,34.17,0.17
LUGALA,34.03,0.27
LUMANDEPOINT,34.12,-0.4
LUMINO,34.13,0.38
LINAO,34.35,0.25
LUNDHA,34.45,0.1
LUNDHASUBLOCATION,34.42,0.08
LUOMA,34.22,-0.38
LUORA,34.6,-0.05
LUORA GOD,34.63,-0.52
LUPIDASUBLOCATION,34.03,0.05
LUREKOSUBLOCATION,34.43,0.03
LURT EL,39.7,0.28
LUSIGETI,36.6,-1.27
LOSIGETTI,36.68,-1.27
LUSWANI,39.55,-3.47
LUTSANGANI,39.73,-3.75
LUWALAKAIRAP,37.55,1.57
LWAHO,34.55,-0.55
LWAH GOD,34.55,-0.55
LWAK,34.35,-0.13
LWAKAKA,34.32,0.7
LWALA,34.37,-0.05
LWALA,34.52,-0.93
LWANDANI,39.72,-3.88
LWANGARE,34.07,0.15
LWERO,34.02,0.05
LWEI,34.13,0.45
LEWYA,34.03,-0.3
LYADUYWASUBLOCATION,34.07,0.08
MAAIMAHIU,36.53,-1.02
MAAIMAHIU,36.48,-1.02
MAATHA,38.07,-0.02
MAATHAFOREST,38.08,-0.02
MABERA,34.45,-1.02
MABROUKIEDAIRY,36.07,1.1
MABUNGE,34.27,0.4
MACALDERMINES,34.28,-0.97
MACHA,34.3,-1.1
MACHAKHA,34.43,0.75
MACHAKU,34.25,0.6
MACHAKU,34.23,0.6
MACHICHA,34.35,-1.12
MACKENZIEESTATE,35.92,-0.28
MACKENZIEPOINT,39.68,-4.07
MADAGERSI,40.27,0.65
MADALA,34.08,0.25
MADAMANISUBLOCATION,39.73,-3.38
MADERAAWALDUBA,40.28,3.97
MADIANY,34.32,-0.28
MADIANY,34.03,-0.25
MADO,39.62,3.3
MADDO,39.65,2.02
